Time (s),Voltage (V),Current (A)
0.287,0.15249,-1.20E-09
0.288,0.15,1.97E-08
0.289,0.15,1.91E-08
0.29,0.15,1.82E-08
0.291,0.14999,1.65E-08
0.292,0.15,1.52E-08
0.293,0.15,1.48E-08
0.294,0.25725,4.62E-08
0.295,0.26,2.59E-08
0.296,0.26,2.53E-08
0.297,0.26,2.44E-08
0.298,0.26,2.20E-08
0.299,0.26,2.25E-08
0.3,0.26,2.33E-08
0.301,0.16249,-3.60E-09
0.302,0.15999,1.64E-08
0.303,0.16,1.68E-08
0.304,0.16,1.67E-08
0.305,0.15999,1.66E-08
0.306,0.16,1.72E-08
0.307,0.16,1.79E-08
0.308,0.26723,5.18E-08
0.309,0.26999,3.10E-08
0.31,0.27,3.01E-08
0.311,0.27,2.84E-08
0.312,0.27,2.71E-08
0.313,0.27,2.67E-08
0.314,0.27,2.67E-08
0.315,0.17249,-1.60E-09
0.316,0.17,1.62E-08
0.317,0.17,1.53E-08
0.318,0.17,1.30E-08
0.319,0.17,1.35E-08
0.32,0.17,1.43E-08
0.321,0.17,1.63E-08
0.322,0.27725,4.91E-08
0.323,0.28,2.89E-08
0.324,0.28,2.87E-08
0.325,0.28,2.89E-08
0.326,0.28,2.95E-08
0.327,0.28,3.02E-08
0.328,0.28,3.27E-08
0.329,0.18249,3.60E-09
0.33,0.18,2.11E-08
0.331,0.18,1.93E-08
0.332,0.18,1.81E-08
0.333,0.18,1.77E-08
0.334,0.17999,1.77E-08
0.335,0.18,1.78E-08
0.336,0.28726,4.85E-08
0.337,0.29,2.73E-08
0.338,0.29,2.52E-08
0.339,0.29,2.57E-08
0.34,0.29,2.64E-08
0.341,0.29,2.79E-08
0.342,0.29,2.96E-08
0.343,0.19252,1.60E-09
0.344,0.19,1.99E-08
0.345,0.19,1.98E-08
0.346,0.19,2.04E-08
0.347,0.18999,2.12E-08
0.348,0.19,2.36E-08
0.349,0.19,2.30E-08
0.35,0.29726,5.38E-08
0.351,0.3,3.17E-08
0.352,0.3,3.01E-08
0.353,0.29999,2.98E-08
0.354,0.29999,2.98E-08
0.355,0.3,2.97E-08
0.356,0.3,2.93E-08
0.357,0.20249,2.00E-10
0.358,0.2,1.60E-08
0.359,0.19999,1.66E-08
0.36,0.2,1.73E-08
0.361,0.19999,1.90E-08
0.362,0.2,2.07E-08
0.363,0.2,2.10E-08
0.364,0.30726,5.22E-08
0.365,0.31,3.20E-08
0.366,0.30999,3.26E-08
0.367,0.31,3.34E-08
0.368,0.31,3.60E-08
0.369,0.31,3.52E-08
0.37,0.31,3.44E-08
0.371,0.21248,4.00E-09
0.372,0.21,2.10E-08
0.373,0.21,2.08E-08
0.374,0.21,2.08E-08
0.375,0.21,2.09E-08
0.376,0.20999,2.02E-08
0.377,0.21,1.93E-08
0.378,0.31726,4.84E-08
0.379,0.32,2.87E-08
0.38,0.32,2.93E-08
0.381,0.32,3.10E-08
0.382,0.31999,3.25E-08
0.383,0.32,3.29E-08
0.384,0.32,3.28E-08
0.385,0.22249,4.30E-09
0.386,0.22,2.34E-08
0.387,0.22,2.42E-08
0.388,0.22,2.66E-08
0.389,0.21999,2.59E-08
0.39,0.22,2.51E-08
0.391,0.21999,2.34E-08
0.392,0.32725,5.33E-08
0.393,0.33,3.29E-08
0.394,0.33,3.27E-08
0.395,0.33,3.26E-08
0.396,0.33,3.22E-08
0.397,0.33,3.14E-08
0.398,0.33,2.90E-08
0.399,0.23248,1.10E-09
0.4,0.22999,2.03E-08
0.401,0.23,2.21E-08
0.402,0.23,2.38E-08
0.403,0.23,2.41E-08
0.404,0.23,2.38E-08
0.405,0.23,2.37E-08
0.406,0.33726,5.57E-08
0.407,0.34,3.59E-08
0.408,0.34,3.87E-08
0.409,0.34,3.80E-08
0.41,0.34,3.74E-08
0.411,0.34,3.58E-08
0.412,0.34,3.40E-08
0.413,0.24248,5.20E-09
0.414,0.23999,2.38E-08
0.415,0.24,2.37E-08
0.416,0.24,2.32E-08
0.417,0.23999,2.24E-08
0.418,0.24,2.00E-08
0.419,0.24,2.05E-08
0.42,0.34726,5.27E-08
0.421,0.35,3.41E-08
0.422,0.34999,3.56E-08
0.423,0.35,3.59E-08
0.424,0.35,3.58E-08
0.425,0.35,3.58E-08
0.426,0.34999,3.64E-08
0.427,0.25249,8.60E-09
0.428,0.25,2.96E-08
0.429,0.24999,2.90E-08
0.43,0.24999,2.82E-08
0.431,0.25,2.66E-08
0.432,0.25,2.50E-08
0.433,0.25,2.48E-08
0.434,0.35726,5.61E-08
0.435,0.36,3.60E-08
0.436,0.36,3.54E-08
0.437,0.36,3.45E-08
0.438,0.36,3.21E-08
0.439,0.36,3.24E-08
0.44,0.36,3.31E-08
0.441,0.26249,6.40E-09
0.442,0.26,2.65E-08
0.443,0.26,2.68E-08
0.444,0.25999,2.68E-08
0.445,0.26,2.69E-08
0.446,0.26,2.75E-08
0.447,0.26,2.82E-08
0.448,0.36725,6.21E-08
0.449,0.37,4.12E-08
0.45,0.37,4.04E-08
0.451,0.36999,3.86E-08
0.452,0.37,3.72E-08
0.453,0.36999,3.69E-08
0.454,0.37,3.70E-08
0.455,0.27249,8.50E-09
0.456,0.27,2.64E-08
0.457,0.27,2.56E-08
0.458,0.27,2.32E-08
0.459,0.27,2.37E-08
0.46,0.27,2.45E-08
0.461,0.27,2.63E-08
0.462,0.37723,5.92E-08
0.463,0.38,3.92E-08
0.464,0.38,3.89E-08
0.465,0.38,3.90E-08
0.466,0.38,3.95E-08
0.467,0.38,4.03E-08
0.468,0.38,4.29E-08
0.469,0.28249,1.39E-08
0.47,0.28,3.13E-08
0.471,0.28,2.97E-08
0.472,0.28,2.83E-08
0.473,0.28,2.81E-08
0.474,0.28,2.81E-08
0.475,0.28,2.82E-08
0.476,0.38726,5.87E-08
0.477,0.39,3.76E-08
0.478,0.39,3.52E-08
0.479,0.39,3.58E-08
0.48,0.38999,3.66E-08
0.481,0.38999,3.82E-08
0.482,0.39,3.96E-08
0.483,0.29249,1.15E-08
0.484,0.29,2.98E-08
0.485,0.29,2.99E-08
0.486,0.29,3.06E-08
0.487,0.29,3.10E-08
0.488,0.29,3.36E-08
0.489,0.29,3.32E-08
0.49,0.39725,6.37E-08
0.491,0.4,4.17E-08
0.492,0.4,4.00E-08
0.493,0.39999,3.98E-08
0.494,0.4,3.98E-08
0.495,0.4,3.98E-08
0.496,0.4,3.94E-08
0.497,0.30251,1.02E-08
0.498,0.3,2.60E-08
0.499,0.3,2.66E-08
0.5,0.3,2.76E-08
0.501,0.3,2.92E-08
0.502,0.29999,3.08E-08
0.503,0.3,3.10E-08
0.504,0.40725,6.21E-08
0.505,0.41,4.18E-08
0.506,0.41,4.26E-08
0.507,0.41,4.33E-08
0.508,0.41,4.58E-08
0.509,0.41,4.51E-08
0.51,0.41,4.43E-08
0.511,0.31249,1.41E-08
0.512,0.31,3.10E-08
0.513,0.31,3.09E-08
0.514,0.30999,3.10E-08
0.515,0.31,3.10E-08
0.516,0.30999,3.03E-08
0.517,0.31,2.96E-08
0.518,0.41726,5.84E-08
0.519,0.41999,3.87E-08
0.52,0.41999,3.94E-08
0.521,0.42,4.14E-08
0.522,0.42,4.29E-08
0.523,0.42,4.33E-08
0.524,0.42,4.31E-08
0.525,0.32249,1.45E-08
0.526,0.32,3.37E-08
0.527,0.31999,3.43E-08
0.528,0.32,3.69E-08
0.529,0.32,3.63E-08
0.53,0.32,3.56E-08
0.531,0.32,3.40E-08
0.532,0.42723,6.37E-08
0.533,0.43,4.32E-08
0.534,0.43,4.31E-08
0.535,0.43,4.32E-08
0.536,0.43,4.25E-08
0.537,0.43,4.17E-08
0.538,0.43,3.92E-08
0.539,0.33249,1.11E-08
0.54,0.33,3.04E-08
0.541,0.33,3.21E-08
0.542,0.32999,3.38E-08
0.543,0.33,3.41E-08
0.544,0.33,3.41E-08
0.545,0.32999,3.39E-08
0.546,0.43726,6.60E-08
0.547,0.44,4.64E-08
0.548,0.43999,4.88E-08
0.549,0.44,4.83E-08
0.55,0.44,4.76E-08
0.551,0.43999,4.56E-08
0.552,0.44,4.42E-08
0.553,0.34249,1.55E-08
0.554,0.34,3.40E-08
0.555,0.33999,3.39E-08
0.556,0.34,3.35E-08
0.557,0.34,3.27E-08
0.558,0.34,3.03E-08
0.559,0.34,3.07E-08
0.56,0.44726,6.27E-08
0.561,0.45,4.41E-08
0.562,0.44999,4.58E-08
0.563,0.45,4.61E-08
0.564,0.44999,4.61E-08
0.565,0.45,4.59E-08
0.566,0.45,4.66E-08
0.567,0.35252,1.86E-08
0.568,0.35,3.97E-08
0.569,0.35,3.92E-08
0.57,0.35,3.84E-08
0.571,0.34999,3.65E-08
0.572,0.35,3.51E-08
0.573,0.34999,3.48E-08
0.574,0.45725,6.62E-08
0.575,0.46,4.60E-08
0.576,0.45999,4.52E-08
0.577,0.45999,4.45E-08
0.578,0.45999,4.22E-08
0.579,0.45999,4.28E-08
0.58,0.46,4.36E-08
0.581,0.36249,1.67E-08
0.582,0.35999,3.66E-08
0.583,0.36,3.70E-08
0.584,0.36,3.68E-08
0.585,0.36,3.69E-08
0.586,0.36,3.74E-08
0.587,0.36,3.82E-08
0.588,0.46726,7.20E-08
0.589,0.47,5.09E-08
0.59,0.47,5.02E-08
0.591,0.47,4.87E-08
0.592,0.46999,4.71E-08
0.593,0.47,4.68E-08
0.594,0.47,4.70E-08
0.595,0.37249,1.85E-08
0.596,0.37,3.63E-08
0.597,0.37,3.55E-08
0.598,0.37,3.31E-08
0.599,0.37,3.38E-08
0.6,0.36999,3.45E-08
0.601,0.37,3.62E-08
0.602,0.47723,6.91E-08
0.603,0.48,4.91E-08
0.604,0.48,4.89E-08
0.605,0.48,4.88E-08
0.606,0.48,4.96E-08
0.607,0.48,5.01E-08
0.608,0.47999,5.29E-08
0.609,0.38249,2.37E-08
0.61,0.38,4.14E-08
0.611,0.38,3.96E-08
0.612,0.38,3.81E-08
0.613,0.37999,3.78E-08
0.614,0.38,3.79E-08
0.615,0.38,3.79E-08
0.616,0.48725,6.87E-08
0.617,0.49,4.77E-08
0.618,0.49,4.52E-08
0.619,0.49,4.57E-08
0.62,0.49,4.65E-08
0.621,0.49,4.82E-08
0.622,0.49,4.98E-08
0.623,0.39249,2.16E-08
0.624,0.39,4.00E-08
0.625,0.38999,3.99E-08
0.626,0.38999,4.07E-08
0.627,0.39,4.13E-08
0.628,0.38999,4.37E-08
0.629,0.39,4.32E-08
0.63,0.49725,7.39E-08
0.631,0.5,5.18E-08
0.632,0.49999,5.02E-08
0.633,0.49999,4.99E-08
0.634,0.49999,4.99E-08
0.635,0.49999,5.01E-08
0.636,0.49999,4.94E-08
0.637,0.40249,2.02E-08
0.638,0.4,3.61E-08
0.639,0.4,3.68E-08
0.64,0.39999,3.74E-08
0.641,0.4,3.91E-08
0.642,0.4,4.09E-08
0.643,0.39999,4.10E-08
0.644,0.50725,7.23E-08
0.645,0.51,5.21E-08
0.646,0.50999,5.27E-08
0.647,0.51,5.33E-08
0.648,0.50999,5.58E-08
0.649,0.51,5.53E-08
0.65,0.50999,5.46E-08
0.651,0.41249,2.42E-08
0.652,0.41,4.12E-08
0.653,0.41,4.07E-08
0.654,0.41,4.08E-08
0.655,0.40999,4.08E-08
0.656,0.41,4.03E-08
0.657,0.40999,3.94E-08
0.658,0.51726,6.84E-08
0.659,0.51999,4.85E-08
0.66,0.51999,4.95E-08
0.661,0.52,5.12E-08
0.662,0.52,5.27E-08
0.663,0.51999,5.29E-08
0.664,0.52,5.28E-08
0.665,0.42249,2.43E-08
0.666,0.42,4.35E-08
0.667,0.42,4.41E-08
0.668,0.41999,4.67E-08
0.669,0.41999,4.61E-08
0.67,0.42,4.53E-08
0.671,0.42,4.35E-08
0.672,0.52726,7.34E-08
0.673,0.53,5.28E-08
0.674,0.53,5.30E-08
0.675,0.53,5.29E-08
0.676,0.53,5.22E-08
0.677,0.53,5.17E-08
0.678,0.52999,4.93E-08
0.679,0.43249,2.12E-08
0.68,0.42999,4.03E-08
0.681,0.43,4.20E-08
0.682,0.42999,4.35E-08
0.683,0.43,4.37E-08
0.684,0.42999,4.37E-08
0.685,0.43,4.37E-08
0.686,0.53726,7.57E-08
0.687,0.54,5.61E-08
0.688,0.54,5.86E-08
0.689,0.53999,5.82E-08
0.69,0.54,5.75E-08
0.691,0.54,5.57E-08
0.692,0.54,5.42E-08
0.693,0.44249,2.55E-08
0.694,0.44,4.41E-08
0.695,0.44,4.40E-08
0.696,0.44,4.33E-08
0.697,0.43999,4.26E-08
0.698,0.44,4.02E-08
0.699,0.44,4.06E-08
0.7,0.54726,7.27E-08
0.701,0.55,5.41E-08
0.702,0.55,5.58E-08
0.703,0.54999,5.59E-08
0.704,0.55,5.58E-08
0.705,0.54999,5.60E-08
0.706,0.55,5.64E-08
0.707,0.45249,2.86E-08
0.708,0.45,4.95E-08
0.709,0.45,4.89E-08
0.71,0.45,4.81E-08
0.711,0.45,4.64E-08
0.712,0.45,4.51E-08
0.713,0.44999,4.48E-08
0.714,0.55725,7.63E-08
0.715,0.56,5.58E-08
0.716,0.56,5.53E-08
0.717,0.56,5.43E-08
0.718,0.56,5.20E-08
0.719,0.56,5.27E-08
0.72,0.56,5.32E-08
0.721,0.4625,2.64E-08
0.722,0.45999,4.65E-08
0.723,0.46,4.68E-08
0.724,0.45999,4.68E-08
0.725,0.46,4.68E-08
0.726,0.46,4.74E-08
0.727,0.45999,4.80E-08
0.728,0.56724,8.21E-08
0.729,0.57,6.10E-08
0.73,0.57,6.03E-08
0.731,0.57,5.86E-08
0.732,0.57,5.72E-08
0.733,0.57,5.68E-08
0.734,0.57,5.69E-08
0.735,0.47251,2.85E-08
0.736,0.47,4.63E-08
0.737,0.47,4.54E-08
0.738,0.47,4.31E-08
0.739,0.47,4.36E-08
0.74,0.47,4.43E-08
0.741,0.47,4.62E-08
0.742,0.57722,7.90E-08
0.743,0.58,5.91E-08
0.744,0.58,5.89E-08
0.745,0.57999,5.88E-08
0.746,0.57999,5.95E-08
0.747,0.58,6.01E-08
0.748,0.58,6.26E-08
0.749,0.48252,3.36E-08
0.75,0.48,5.14E-08
0.751,0.48,4.95E-08
0.752,0.48,4.82E-08
0.753,0.47999,4.77E-08
0.754,0.47999,4.79E-08
0.755,0.47999,4.79E-08
0.756,0.58718,7.87E-08
0.757,0.59,5.76E-08
0.758,0.59,5.52E-08
0.759,0.59,5.57E-08
0.76,0.59,5.65E-08
0.761,0.59,5.81E-08
0.762,0.59,5.96E-08
0.763,0.49253,3.13E-08
0.764,0.49,4.97E-08
0.765,0.48999,4.96E-08
0.766,0.48999,5.03E-08
0.767,0.49,5.12E-08
0.768,0.48999,5.35E-08
0.769,0.48999,5.32E-08
0.77,0.59719,8.37E-08
0.771,0.6,6.16E-08
0.772,0.6,6.03E-08
0.773,0.59999,5.99E-08
0.774,0.6,6.00E-08
0.775,0.6,6.01E-08
0.776,0.6,5.93E-08
0.777,0.50255,3.01E-08
0.778,0.5,4.61E-08
0.779,0.49999,4.67E-08
0.78,0.49999,4.74E-08
0.781,0.5,4.92E-08
0.782,0.49999,5.07E-08
0.783,0.5,5.10E-08
0.784,0.60719,8.22E-08
0.785,0.61,6.18E-08
0.786,0.61,6.24E-08
0.787,0.61,6.29E-08
0.788,0.61,6.56E-08
0.789,0.61,6.50E-08
0.79,0.61,6.44E-08
0.791,0.51259,3.41E-08
0.792,0.51,5.10E-08
0.793,0.50999,5.08E-08
0.794,0.51,5.08E-08
0.795,0.50999,5.09E-08
0.796,0.51,5.02E-08
0.797,0.50999,4.96E-08
0.798,0.61719,7.83E-08
0.799,0.61999,5.86E-08
0.8,0.62,5.92E-08
0.801,0.62,6.09E-08
0.802,0.62,6.27E-08
0.803,0.61999,6.30E-08
0.804,0.62,6.30E-08
0.805,0.52256,3.45E-08
0.806,0.52,5.34E-08
0.807,0.51999,5.40E-08
0.808,0.52,5.66E-08
0.809,0.51999,5.61E-08
0.81,0.51999,5.52E-08
0.811,0.52,5.35E-08
0.812,0.62718,8.34E-08
0.813,0.63,6.29E-08
0.814,0.63,6.29E-08
0.815,0.63,6.29E-08
0.816,0.63,6.22E-08
0.817,0.63,6.16E-08
0.818,0.63,5.91E-08
0.819,0.53256,3.12E-08
0.82,0.53,5.03E-08
0.821,0.53,5.21E-08
0.822,0.53,5.36E-08
0.823,0.53,5.39E-08
0.824,0.53,5.38E-08
0.825,0.53,5.37E-08
0.826,0.63716,8.56E-08
0.827,0.64,6.60E-08
0.828,0.64,6.86E-08
0.829,0.64,6.80E-08
0.83,0.64,6.75E-08
0.831,0.64,6.57E-08
0.832,0.64,6.43E-08
0.833,0.54256,3.53E-08
0.834,0.54,5.39E-08
0.835,0.54,5.39E-08
0.836,0.54,5.31E-08
0.837,0.54,5.24E-08
0.838,0.54,5.00E-08
0.839,0.54,5.08E-08
0.84,0.64718,8.27E-08
0.841,0.65,6.42E-08
0.842,0.65,6.57E-08
0.843,0.65,6.60E-08
0.844,0.65,6.59E-08
0.845,0.65,6.58E-08
0.846,0.65,6.65E-08
0.847,0.55256,3.87E-08
0.848,0.55,5.98E-08
0.849,0.55,5.91E-08
0.85,0.55,5.85E-08
0.851,0.55,5.67E-08
0.852,0.55,5.51E-08
0.853,0.55,5.48E-08
0.854,0.65719,8.62E-08
0.855,0.66,6.61E-08
0.856,0.66,6.53E-08
0.857,0.66,6.46E-08
0.858,0.66,6.22E-08
0.859,0.66,6.27E-08
0.86,0.66,6.36E-08
0.861,0.56258,3.67E-08
0.862,0.55999,5.68E-08
0.863,0.56,5.71E-08
0.864,0.56,5.69E-08
0.865,0.56,5.70E-08
0.866,0.56,5.76E-08
0.867,0.56,5.81E-08
0.868,0.66719,9.21E-08
0.869,0.67,7.13E-08
0.87,0.66999,7.04E-08
0.871,0.67,6.88E-08
0.872,0.66999,6.73E-08
0.873,0.67,6.69E-08
0.874,0.67,6.69E-08
0.875,0.57255,3.85E-08
0.876,0.56999,5.63E-08
0.877,0.56999,5.55E-08
0.878,0.57,5.32E-08
0.879,0.57,5.37E-08
0.88,0.56999,5.44E-08
0.881,0.57,5.60E-08
0.882,0.6772,8.91E-08
0.883,0.68,6.92E-08
0.884,0.68,6.90E-08
0.885,0.68,6.91E-08
0.886,0.67999,6.96E-08
0.887,0.68,7.01E-08
0.888,0.68,7.27E-08
0.889,0.58253,4.34E-08
0.89,0.58,6.12E-08
0.891,0.57999,5.94E-08
0.892,0.58,5.80E-08
0.893,0.58,5.78E-08
0.894,0.58,5.80E-08
0.895,0.58,5.80E-08
0.896,0.68721,8.86E-08
0.897,0.69,6.74E-08
0.898,0.69,6.51E-08
0.899,0.69,6.55E-08
0.9,0.69,6.62E-08
0.901,0.69,6.79E-08
0.902,0.69,6.96E-08
0.903,0.59251,4.16E-08
0.904,0.59,5.97E-08
0.905,0.59,5.97E-08
