Time (s),Voltage (V),Current (A)
0.10300000000000001,-0.05,2e-10
0.10400000000000001,-0.05,1.3e-09
0.105,-0.05,1e-09
0.106,-0.05,9e-10
0.107,-0.05,1.2e-09
0.108,-0.05,1.6e-09
0.109,-0.050010000000000006,3.5000000000000003e-09
0.11,-0.05,3.5000000000000003e-09
0.111,-0.05,3.5000000000000003e-09
0.112,-0.05,2e-09
0.113,-0.05,1e-09
0.114,-0.05,-2e-10
0.115,-0.050010000000000006,1e-10
0.116,-0.05,1e-10
0.117,-0.05,-3e-10
0.11800000000000001,-0.050010000000000006,-6e-10
0.11900000000000001,-0.05,-2.6e-09
0.12,-0.05,-2.4e-09
0.121,-0.05,-2.5e-09
0.122,-0.05,-8e-10
0.123,-0.050010000000000006,2e-10
0.124,-0.05,1.3e-09
0.125,-0.050010000000000006,1e-09
0.126,-0.05,1.1000000000000001e-09
0.127,-0.05,1.2e-09
0.128,-0.050010000000000006,1.7000000000000001e-09
0.129,-0.05,3.5000000000000003e-09
0.13,-0.05,3.6e-09
0.131,-0.05,3.6e-09
0.132,-0.05,2.1e-09
0.133,-0.05,1e-09
0.134,-0.05,1e-10
0.135,-0.05,2e-10
0.136,-0.05,0.0
0.137,-0.05,-3e-10
0.138,-0.050010000000000006,-7.000000000000001e-10
0.139,-0.05,-2.5e-09
0.14,-0.05,-2.4e-09
0.14100000000000001,-0.05,-2.5e-09
0.14200000000000002,-0.050010000000000006,-9e-10
0.14300000000000002,-0.050010000000000006,1e-10
0.14400000000000002,-0.05,1.3e-09
0.145,-0.05,9e-10
0.146,-0.050010000000000006,9e-10
0.147,-0.050010000000000006,1.3e-09
0.148,-0.050010000000000006,1.5e-09
0.149,-0.050010000000000006,3.5000000000000003e-09
0.15,-0.05,3.5000000000000003e-09
0.151,-0.050010000000000006,3.6e-09
0.152,-0.05,2.1e-09
0.153,-0.050010000000000006,9e-10
0.154,-0.05,-1e-10
0.155,-0.050010000000000006,3e-10
0.156,-0.05,3e-10
0.157,-0.05,0.0
0.158,-0.050010000000000006,-3e-10
0.159,-0.050010000000000006,-2.3e-09
0.16,-0.050010000000000006,-2.4e-09
0.161,-0.05,-2.4e-09
0.162,-0.05,-9e-10
0.163,-0.05,2e-10
0.164,-0.05,1.4000000000000001e-09
0.165,-0.050010000000000006,1.1000000000000001e-09
0.166,-0.05,1.1000000000000001e-09
0.167,-0.050010000000000006,1.4000000000000001e-09
0.168,-0.050010000000000006,1.8e-09
0.169,-0.050010000000000006,3.5000000000000003e-09
0.17,-0.05,3.6e-09
0.171,-0.050010000000000006,3.5000000000000003e-09
0.17200000000000001,-0.05,2.1e-09
0.17300000000000001,-0.050010000000000006,1e-09
0.17400000000000002,-0.05,-2e-10
0.17500000000000002,-0.05,2e-10
0.176,-0.05,2e-10
0.177,-0.050010000000000006,0.0
0.178,-0.050010000000000006,-3e-10
0.179,-0.050010000000000006,-2.4e-09
0.18,-0.05,-2.4e-09
0.181,-0.05,-2.3e-09
0.182,-0.050010000000000006,-6e-10
0.183,-0.050010000000000006,5e-10
0.184,-0.050010000000000006,1.5e-09
0.185,-0.05,1.1000000000000001e-09
0.186,-0.050010000000000006,1e-09
0.187,-0.05,1.4000000000000001e-09
0.188,-0.05,1.7000000000000001e-09
0.189,-0.050010000000000006,3.5000000000000003e-09
0.19,-0.050010000000000006,3.7e-09
0.191,-0.05,3.5000000000000003e-09
0.192,-0.05,2.1e-09
0.193,-0.05,9e-10
0.194,-0.05,-2e-10
0.195,-0.050010000000000006,1e-10
0.196,-0.050010000000000006,2e-10
0.197,-0.05,1e-10
0.198,-0.05,-4e-10
0.199,-0.050010000000000006,-2.3e-09
0.2,0.057260000000000005,1.7200000000000002e-08
0.201,0.060000000000000005,-2.2000000000000003e-09
0.202,0.060000000000000005,-6e-10
0.203,0.060000000000000005,4e-10
0.20400000000000001,0.060000000000000005,1.2e-09
0.20500000000000002,0.060000000000000005,1.1000000000000001e-09
0.20600000000000002,0.060000000000000005,1e-09
0.20700000000000002,0.060000000000000005,1.3e-09
0.20800000000000002,0.060000000000000005,1.5e-09
0.209,0.060000000000000005,3.5000000000000003e-09
0.21,0.060000000000000005,3.4000000000000003e-09
0.211,0.060000000000000005,3.5000000000000003e-09
0.212,0.060000000000000005,2e-09
0.213,0.060000000000000005,9e-10
0.214,0.060000000000000005,-1e-10
0.215,0.05999,1e-10
0.216,0.05999,0.0
0.217,0.05999,-1e-10
0.218,0.060000000000000005,-3e-10
0.219,0.060000000000000005,-2.4e-09
0.22,0.060000000000000005,-2.4e-09
0.221,0.060000000000000005,-2.3e-09
0.222,0.05999,-8e-10
0.223,0.060000000000000005,3e-10
0.224,0.060000000000000005,1.4000000000000001e-09
0.225,0.060000000000000005,1.1000000000000001e-09
0.226,0.060000000000000005,1e-09
0.227,0.060000000000000005,1.3e-09
0.228,0.060000000000000005,1.6e-09
0.229,0.060000000000000005,3.5000000000000003e-09
0.23,0.060000000000000005,3.5000000000000003e-09
0.231,0.060000000000000005,3.5000000000000003e-09
0.232,0.060000000000000005,1.9e-09
0.233,0.060000000000000005,8e-10
0.234,0.060000000000000005,-1e-10
0.23500000000000001,0.060000000000000005,3e-10
0.23600000000000002,0.060000000000000005,1e-10
0.23700000000000002,0.060000000000000005,-1e-10
0.23800000000000002,0.060000000000000005,-3e-10
0.23900000000000002,0.060000000000000005,-2.5e-09
0.24,0.060000000000000005,-2.5e-09
0.241,0.060000000000000005,-2.5e-09
0.242,0.060000000000000005,-9e-10
0.243,0.060000000000000005,1e-10
0.244,0.05999,1.2e-09
0.245,0.060000000000000005,9e-10
0.246,0.060000000000000005,9e-10
0.247,0.060000000000000005,1e-09
0.248,0.060000000000000005,1.4000000000000001e-09
0.249,0.05999,3.3e-09
0.25,0.05999,3.3e-09
0.251,0.060000000000000005,3.2e-09
0.252,0.060000000000000005,1.9e-09
0.253,0.060000000000000005,8e-10
0.254,0.05999,-1e-10
0.255,0.060000000000000005,1e-10
0.256,0.05999,1e-10
0.257,0.060000000000000005,-2e-10
0.258,0.060000000000000005,-4e-10
0.259,0.060000000000000005,-2.5e-09
0.26,0.060000000000000005,-2.4e-09
0.261,0.060000000000000005,-2.5e-09
0.262,0.060000000000000005,-1e-09
0.263,0.060000000000000005,0.0
0.264,0.05999,1.1000000000000001e-09
0.265,0.060000000000000005,1e-09
0.266,0.060000000000000005,1e-09
0.267,0.05999,1.2e-09
0.268,0.060000000000000005,1.5e-09
0.269,0.060000000000000005,3.6e-09
0.27,0.060000000000000005,3.7e-09
0.271,0.060000000000000005,3.4000000000000003e-09
0.272,0.060000000000000005,2.1e-09
0.273,0.060000000000000005,9e-10
0.274,0.060000000000000005,-2e-10
0.275,0.060000000000000005,2e-10
0.276,0.060000000000000005,2e-10
0.277,0.060000000000000005,-2e-10
0.278,0.060000000000000005,-5e-10
0.279,0.060000000000000005,-2.6e-09
0.28,0.060000000000000005,-2.6e-09
0.281,0.060000000000000005,-2.5e-09
0.28200000000000003,0.060000000000000005,-1.1000000000000001e-09
0.28300000000000003,0.060000000000000005,0.0
0.28400000000000003,0.060000000000000005,1.1000000000000001e-09
0.28500000000000003,0.060000000000000005,9e-10
0.28600000000000003,0.060000000000000005,9e-10
0.28700000000000003,0.060000000000000005,1.2e-09
0.28800000000000003,0.05999,1.3e-09
0.289,0.060000000000000005,3.2e-09
0.29,0.060000000000000005,3.5000000000000003e-09
0.291,0.060000000000000005,3.4000000000000003e-09
0.292,0.060000000000000005,1.9e-09
0.293,0.060000000000000005,9e-10
0.294,0.060000000000000005,-4e-10
0.295,0.060000000000000005,1e-10
0.296,0.060000000000000005,0.0
0.297,0.060000000000000005,-3e-10
0.298,0.060000000000000005,-6e-10
0.299,0.05999,-2.7e-09
0.3,-0.037520000000000005,-2.0200000000000002e-08
0.301,-0.04,-2.6e-09
0.302,-0.040010000000000004,-1.1000000000000001e-09
0.303,-0.04,-1e-10
0.304,-0.040010000000000004,1.2e-09
0.305,-0.04,9e-10
0.306,-0.04,7.000000000000001e-10
0.307,-0.04,1e-09
0.308,-0.040010000000000004,1.5e-09
0.309,-0.040010000000000004,3.4000000000000003e-09
0.31,-0.04,3.5000000000000003e-09
0.311,-0.04,3.5000000000000003e-09
0.312,-0.04,2e-09
0.313,-0.040010000000000004,1e-09
0.314,-0.04,-1e-10
0.315,-0.040010000000000004,2e-10
0.316,-0.040010000000000004,0.0
0.317,-0.04,-3e-10
0.318,-0.040010000000000004,-5e-10
0.319,-0.040010000000000004,-2.4e-09
0.32,-0.040010000000000004,-2.5e-09
0.321,-0.040010000000000004,-2.4e-09
0.322,-0.04,-8e-10
0.323,-0.040010000000000004,1e-10
0.324,-0.040010000000000004,1.2e-09
0.325,-0.04,9e-10
0.326,-0.04,8e-10
0.327,-0.04,1.1000000000000001e-09
0.328,-0.04,1.5e-09
0.329,-0.040010000000000004,3.4000000000000003e-09
0.33,-0.040010000000000004,3.4000000000000003e-09
0.331,-0.040010000000000004,3.3e-09
0.332,-0.040010000000000004,1.8e-09
0.333,-0.04,9e-10
0.334,-0.04,-2e-10
0.335,-0.04,1e-10
0.336,-0.04,1e-10
0.337,-0.040010000000000004,-2e-10
0.338,-0.04,-4e-10
0.339,-0.04,-2.4e-09
0.34,-0.040010000000000004,-2.4e-09
0.341,-0.040010000000000004,-2.5e-09
0.342,-0.040010000000000004,-1e-09
0.343,-0.040010000000000004,0.0
0.34400000000000003,-0.04,1.3e-09
0.34500000000000003,-0.040010000000000004,1e-09
0.34600000000000003,-0.040010000000000004,1.1000000000000001e-09
0.34700000000000003,-0.04,1.3e-09
0.34800000000000003,-0.04,1.6e-09
0.34900000000000003,-0.040010000000000004,3.4000000000000003e-09
0.35000000000000003,-0.04,3.5000000000000003e-09
0.35100000000000003,-0.04,3.5000000000000003e-09
0.352,-0.04,2e-09
0.353,-0.040010000000000004,1.2e-09
0.354,-0.040010000000000004,0.0
0.355,-0.04,1e-10
0.356,-0.040010000000000004,1e-10
0.357,-0.04,-1e-10
0.358,-0.04,-5e-10
0.359,-0.04,-2.3e-09
0.36,-0.04,-2.2000000000000003e-09
0.361,-0.04,-2.3e-09
0.362,-0.040010000000000004,-9e-10
0.363,-0.04,0.0
0.364,-0.040010000000000004,1.2e-09
0.365,-0.04,1.1000000000000001e-09
0.366,-0.040010000000000004,1e-09
0.367,-0.040010000000000004,1.2e-09
0.368,-0.040010000000000004,1.3e-09
0.369,-0.040010000000000004,3.4000000000000003e-09
0.37,-0.040010000000000004,3.4000000000000003e-09
0.371,-0.040010000000000004,3.4000000000000003e-09
0.372,-0.040010000000000004,1.8e-09
0.373,-0.04,8e-10
0.374,-0.04,-2e-10
0.375,-0.040010000000000004,0.0
0.376,-0.04,2e-10
0.377,-0.040010000000000004,-2e-10
0.378,-0.04,-4e-10
0.379,-0.04,-2.3e-09
0.38,-0.040010000000000004,-2.2000000000000003e-09
0.381,-0.04,-2.1e-09
0.382,-0.040010000000000004,-6e-10
0.383,-0.040010000000000004,3e-10
0.384,-0.04,1.5e-09
0.385,-0.04,1.2e-09
0.386,-0.040010000000000004,1.2e-09
0.387,-0.04,1.3e-09
0.388,-0.040010000000000004,1.7000000000000001e-09
0.389,-0.040010000000000004,3.6e-09
0.39,-0.040010000000000004,3.7e-09
0.391,-0.04,3.6e-09
0.392,-0.040010000000000004,2.1e-09
0.393,-0.040010000000000004,1.1000000000000001e-09
0.394,-0.040010000000000004,0.0
0.395,-0.04,2e-10
0.396,-0.04,2e-10
0.397,-0.04,-2e-10
0.398,-0.04,-3e-10
0.399,-0.040010000000000004,-2.6e-09
0.4,0.06726,1.71e-08
0.401,0.07,-2.4e-09
0.402,0.06999000000000001,-7.000000000000001e-10
0.403,0.07,3e-10
0.404,0.07,1.1000000000000001e-09
0.405,0.06999000000000001,9e-10
0.406,0.07,1.1000000000000001e-09
0.40700000000000003,0.07,1.4000000000000001e-09
0.40800000000000003,0.07,1.5e-09
0.40900000000000003,0.07,3.5000000000000003e-09
0.41000000000000003,0.07,3.7e-09
0.41100000000000003,0.07,3.8e-09
0.41200000000000003,0.07,2.4e-09
0.41300000000000003,0.06999000000000001,1.2e-09
0.41400000000000003,0.06999000000000001,1e-10
0.41500000000000004,0.07,3e-10
0.41600000000000004,0.07,2e-10
0.417,0.06999000000000001,1e-10
0.418,0.07,-2e-10
0.419,0.07,-2.1e-09
0.42,0.07,-2e-09
0.421,0.06999000000000001,-2.3e-09
0.422,0.07,-7.000000000000001e-10
0.423,0.07,3e-10
0.424,0.07,1.3e-09
0.425,0.07,1.2e-09
0.426,0.07,1.1000000000000001e-09
0.427,0.06999000000000001,1.2e-09
0.428,0.07,1.7000000000000001e-09
0.429,0.06999000000000001,3.5000000000000003e-09
0.43,0.06999000000000001,3.8e-09
0.431,0.06999000000000001,3.9e-09
0.432,0.07,2.4e-09
0.433,0.07,1.2e-09
0.434,0.07,1e-10
0.435,0.07,4e-10
0.436,0.06999000000000001,4e-10
0.437,0.06999000000000001,1e-10
0.438,0.07,-2e-10
0.439,0.07,-2e-09
0.44,0.06999000000000001,-2.1e-09
0.441,0.07,-2.4e-09
0.442,0.07,-8e-10
0.443,0.07,3e-10
0.444,0.07,1.6e-09
0.445,0.06999000000000001,1.1000000000000001e-09
0.446,0.07,1e-09
0.447,0.07,1.3e-09
0.448,0.07,1.5e-09
0.449,0.07,3.4000000000000003e-09
0.45,0.07,3.6e-09
0.451,0.07,3.6e-09
0.452,0.07,2e-09
0.453,0.07,1.1000000000000001e-09
0.454,0.06999000000000001,-1e-10
0.455,0.07,2e-10
0.456,0.07,2e-10
0.457,0.06999000000000001,1e-10
0.458,0.06999000000000001,-4e-10
0.459,0.06999000000000001,-2.4e-09
0.46,0.07,-2.4e-09
0.461,0.07,-2.4e-09
0.462,0.07,-1.1000000000000001e-09
0.463,0.07,1e-10
0.464,0.07,1.2e-09
0.465,0.06999000000000001,9e-10
0.466,0.07,1e-09
0.467,0.07,1.2e-09
0.468,0.07,1.6e-09
0.46900000000000003,0.07,3.5000000000000003e-09
0.47000000000000003,0.06999000000000001,3.7e-09
0.47100000000000003,0.07,3.5000000000000003e-09
0.47200000000000003,0.07,2.1e-09
0.47300000000000003,0.06999000000000001,1e-09
0.47400000000000003,0.07,0.0
0.47500000000000003,0.07,3e-10
0.47600000000000003,0.06999000000000001,2e-10
0.47700000000000004,0.07,0.0
0.47800000000000004,0.07,-2e-10
0.47900000000000004,0.07,-2.1e-09
0.48,0.06999000000000001,-2.3e-09
0.481,0.07,-2.3e-09
0.482,0.06999000000000001,-8e-10
0.483,0.06999000000000001,1e-10
0.484,0.07,1.3e-09
0.485,0.07,1.1000000000000001e-09
0.486,0.06999000000000001,9e-10
0.487,0.07,1.2e-09
0.488,0.07,1.6e-09
0.489,0.07,3.6e-09
0.49,0.07,3.7e-09
0.491,0.07,3.4000000000000003e-09
0.492,0.06999000000000001,2e-09
0.493,0.07,1.1000000000000001e-09
0.494,0.06999000000000001,0.0
0.495,0.06999000000000001,2e-10
0.496,0.07,3e-10
0.497,0.07,0.0
0.498,0.07,-3e-10
0.499,0.07,-2.2000000000000003e-09
0.5,-0.02749,-2.01e-08
0.501,-0.030010000000000002,-2.5e-09
0.502,-0.030000000000000002,-9e-10
0.503,-0.030010000000000002,0.0
0.504,-0.030000000000000002,1.2e-09
0.505,-0.030000000000000002,1e-09
0.506,-0.030000000000000002,1.1000000000000001e-09
0.507,-0.030010000000000002,1.2e-09
0.508,-0.030000000000000002,1.5e-09
0.509,-0.030010000000000002,3.5000000000000003e-09
0.51,-0.030000000000000002,3.7e-09
0.511,-0.030000000000000002,3.6e-09
0.512,-0.030000000000000002,2e-09
0.513,-0.030010000000000002,1.1000000000000001e-09
0.514,-0.030000000000000002,-1e-10
0.515,-0.030010000000000002,2e-10
0.516,-0.030000000000000002,2e-10
0.517,-0.030000000000000002,0.0
0.518,-0.030000000000000002,-3e-10
0.519,-0.030010000000000002,-2.1e-09
0.52,-0.030010000000000002,-2.2000000000000003e-09
0.521,-0.030010000000000002,-2.2000000000000003e-09
0.522,-0.030000000000000002,-7.000000000000001e-10
0.523,-0.030010000000000002,1e-10
0.524,-0.030000000000000002,1.4000000000000001e-09
0.525,-0.030000000000000002,1.1000000000000001e-09
0.526,-0.030000000000000002,1.1000000000000001e-09
0.527,-0.030010000000000002,1.3e-09
0.528,-0.030000000000000002,1.6e-09
0.529,-0.030000000000000002,3.4000000000000003e-09
0.53,-0.030010000000000002,3.7e-09
0.531,-0.030000000000000002,3.4000000000000003e-09
0.532,-0.030010000000000002,2e-09
0.533,-0.030010000000000002,1.1000000000000001e-09
0.534,-0.030000000000000002,0.0
0.535,-0.030000000000000002,3e-10
0.536,-0.030010000000000002,3e-10
0.537,-0.030000000000000002,0.0
0.538,-0.030000000000000002,-3e-10
0.539,-0.030000000000000002,-2.3e-09
0.54,-0.030000000000000002,-2.4e-09
0.541,-0.030010000000000002,-2.3e-09
0.542,-0.030000000000000002,-9e-10
0.543,-0.030010000000000002,0.0
0.544,-0.030010000000000002,1.3e-09
0.545,-0.030010000000000002,1.2e-09
0.546,-0.030000000000000002,1.2e-09
0.547,-0.030010000000000002,1.4000000000000001e-09
0.548,-0.030010000000000002,1.7000000000000001e-09
0.549,-0.030010000000000002,3.5000000000000003e-09
0.55,-0.030000000000000002,3.8e-09
0.551,-0.030000000000000002,3.6e-09
0.552,-0.030010000000000002,2.1e-09
0.553,-0.030000000000000002,1.1000000000000001e-09
0.554,-0.030010000000000002,0.0
0.555,-0.030000000000000002,2e-10
0.556,-0.030000000000000002,3e-10
0.557,-0.030010000000000002,0.0
0.558,-0.030010000000000002,-4e-10
0.559,-0.030010000000000002,-2.3e-09
0.56,-0.030010000000000002,-2.4e-09
0.561,-0.030000000000000002,-2.4e-09
0.562,-0.030010000000000002,-1e-09
0.5630000000000001,-0.030000000000000002,1e-10
0.5640000000000001,-0.030000000000000002,1.3e-09
0.5650000000000001,-0.030000000000000002,1e-09
0.5660000000000001,-0.030010000000000002,1e-09
0.5670000000000001,-0.030000000000000002,1.3e-09
0.5680000000000001,-0.030000000000000002,1.5e-09
0.5690000000000001,-0.030010000000000002,3.2e-09
0.5700000000000001,-0.030010000000000002,3.5000000000000003e-09
0.5710000000000001,-0.030000000000000002,3.5000000000000003e-09
0.5720000000000001,-0.030000000000000002,2.1e-09
0.5730000000000001,-0.030000000000000002,1e-09
0.5740000000000001,-0.030000000000000002,-1e-10
0.5750000000000001,-0.030010000000000002,1e-10
0.5760000000000001,-0.030010000000000002,1e-10
0.577,-0.030000000000000002,-2e-10
0.578,-0.030010000000000002,-4e-10
0.579,-0.030010000000000002,-2.4e-09
0.58,-0.030000000000000002,-2.6e-09
0.581,-0.030010000000000002,-2.6e-09
0.582,-0.030000000000000002,-1.2e-09
0.583,-0.030000000000000002,0.0
0.584,-0.030010000000000002,1.3e-09
0.585,-0.030000000000000002,1.1000000000000001e-09
0.586,-0.030000000000000002,1e-09
0.587,-0.030000000000000002,1.1000000000000001e-09
0.588,-0.030000000000000002,1.5e-09
0.589,-0.030000000000000002,3.4000000000000003e-09
0.59,-0.030000000000000002,3.6e-09
0.591,-0.030010000000000002,3.4000000000000003e-09
0.592,-0.030000000000000002,1.9e-09
0.593,-0.030000000000000002,8e-10
0.594,-0.030000000000000002,-3e-10
0.595,-0.030010000000000002,1e-10
0.596,-0.030000000000000002,1e-10
0.597,-0.030000000000000002,-2e-10
0.598,-0.030000000000000002,-3e-10
0.599,-0.030000000000000002,-2.4e-09
0.6,0.07726000000000001,1.68e-08
0.601,0.08,-2.5e-09
0.602,0.08,-1.1000000000000001e-09
0.603,0.08,0.0
0.604,0.08,1.2e-09
0.605,0.08,1.1000000000000001e-09
0.606,0.07999,1e-09
0.607,0.08,1.1000000000000001e-09
0.608,0.08,1.3e-09
0.609,0.08,3.3e-09
0.61,0.08,3.5000000000000003e-09
0.611,0.08,3.5000000000000003e-09
0.612,0.08,2.1e-09
0.613,0.08,1.1000000000000001e-09
0.614,0.08,-1e-10
0.615,0.08,0.0
0.616,0.07999,1e-10
0.617,0.08,-2e-10
0.618,0.08,-5e-10
0.619,0.08,-2.2000000000000003e-09
0.62,0.07999,-2.3e-09
0.621,0.07999,-2.3e-09
0.622,0.07999,-1.1000000000000001e-09
0.623,0.08,1e-10
0.624,0.08,1.5e-09
0.625,0.08,1.1000000000000001e-09
0.626,0.08,1.1000000000000001e-09
0.627,0.08,1.5e-09
0.628,0.08,1.6e-09
0.629,0.07999,3.4000000000000003e-09
0.63,0.08,3.7e-09
0.631,0.08,3.5000000000000003e-09
0.632,0.07999,2e-09
0.633,0.08,1.1000000000000001e-09
0.634,0.08,0.0
0.635,0.08,1e-10
0.636,0.08,3e-10
0.637,0.08,-1e-10
0.638,0.08,-3e-10
0.639,0.08,-2.1e-09
0.64,0.08,-2.4e-09
0.641,0.08,-2.4e-09
0.642,0.08,-1e-09
0.643,0.08,1e-10
0.644,0.08,1.4000000000000001e-09
0.645,0.08,9e-10
0.646,0.08,9e-10
0.647,0.08,1.2e-09
0.648,0.08,1.5e-09
0.649,0.08,3.3e-09
0.65,0.08,3.5000000000000003e-09
0.651,0.08,3.5000000000000003e-09
0.652,0.08,2.1e-09
0.653,0.08,1.1000000000000001e-09
0.654,0.08,-2e-10
0.655,0.08,1e-10
0.656,0.07999,0.0
0.657,0.08,-2e-10
0.658,0.08,-4e-10
0.659,0.08,-2.3e-09
0.66,0.08,-2.5e-09
0.661,0.08,-2.4e-09
0.662,0.08,-1e-09
0.663,0.08,0.0
0.664,0.08,1.1000000000000001e-09
0.665,0.08,9e-10
0.666,0.08,8e-10
0.667,0.07999,1.3e-09
0.668,0.08,1.4000000000000001e-09
0.669,0.08,3e-09
0.67,0.08,3.4000000000000003e-09
0.671,0.08,3.3e-09
0.672,0.08,2.1e-09
0.673,0.08,1e-09
0.674,0.07999,-1e-10
0.675,0.08,2e-10
0.676,0.08,-1e-10
0.677,0.08,-3e-10
0.678,0.08,-6e-10
0.679,0.07999,-2.4e-09
0.68,0.08,-2.6e-09
0.681,0.08,-2.2000000000000003e-09
0.682,0.08,-1e-09
0.683,0.08,-1e-10
0.684,0.08,1.2e-09
0.685,0.08,9e-10
0.686,0.08,9e-10
0.687,0.08,1.3e-09
0.6880000000000001,0.08,1.5e-09
0.6890000000000001,0.07999,3.2e-09
0.6900000000000001,0.08,3.5000000000000003e-09
0.6910000000000001,0.07999,3.3e-09
0.6920000000000001,0.08,2.1e-09
0.6930000000000001,0.08,1.1000000000000001e-09
0.6940000000000001,0.07999,0.0
0.6950000000000001,0.08,0.0
0.6960000000000001,0.08,2e-10
0.6970000000000001,0.08,0.0
0.6980000000000001,0.07999,-2e-10
0.6990000000000001,0.08,-2.2000000000000003e-09
0.7000000000000001,-0.01751,-2.01e-08
0.7010000000000001,-0.02001,-2.3e-09
0.7020000000000001,-0.02,-8e-10
0.7030000000000001,-0.02,0.0
0.704,-0.02,1.4000000000000001e-09
0.705,-0.02001,1.1000000000000001e-09
0.706,-0.02,8e-10
0.707,-0.02,1.1000000000000001e-09
0.708,-0.02,1.6e-09
0.709,-0.02,3.1e-09
0.71,-0.02001,3.4000000000000003e-09
0.711,-0.02,3.5000000000000003e-09
0.712,-0.02001,2e-09
0.713,-0.02001,1.2e-09
0.714,-0.02,-2e-10
0.715,-0.02,1e-10
0.716,-0.02,2e-10
0.717,-0.02001,-3e-10
0.718,-0.02001,-5e-10
0.719,-0.02,-2.2000000000000003e-09
0.72,-0.02,-2.5e-09
0.721,-0.02,-2.6e-09
0.722,-0.02,-1.1000000000000001e-09
0.723,-0.02001,0.0
0.724,-0.02,1.5e-09
0.725,-0.02,1.1000000000000001e-09
0.726,-0.02,1e-09
0.727,-0.02,1.4000000000000001e-09
0.728,-0.02,1.7000000000000001e-09
0.729,-0.02,3.2e-09
0.73,-0.02,3.5000000000000003e-09
0.731,-0.02001,3.2e-09
0.732,-0.02001,2e-09
0.733,-0.02,8e-10
0.734,-0.02,-2e-10
0.735,-0.02,0.0
0.736,-0.02,1e-10
0.737,-0.02,-2e-10
0.738,-0.02,-5e-10
0.739,-0.02001,-2.5e-09
0.74,-0.02,-2.6e-09
0.741,-0.02,-2.5e-09
0.742,-0.02001,-1e-09
0.743,-0.02001,-2e-10
0.744,-0.02,1e-09
0.745,-0.02,9e-10
0.746,-0.02,7.000000000000001e-10
